vp,session,trial_type,trial,freq_log,peak_time_log,peak_amplitude_log,peak_time_log_db,peak_amplitude_log_db,peak_time_log_db_bsl,peak_amplitude_log_db_bsl,freq_lin,peak_time_lin,peak_amplitude_lin,peak_time_lin_db,peak_amplitude_lin_db,peak_time_lin_db_bsl,peak_amplitude_lin_db_bsl
1,1,1,5,7.33603234563737,0.457,0.000220859859837219,0.457,-36.6125068664551,0.457,3.00737762451172,7.5,0.457,0.000187761543202214,0.457,-37.3241844177246,0.457,2.35544157028198
1,1,1,5,8,0.457,0.000119055934192147,0.457,-39.3319816589355,0.457,0.701914727687836,8,0.457,0.000119055934192147,0.457,-39.3319816589355,0.457,0.701914727687836
1,1,1,6,4,0.281,0.000301678664982319,0.285,-35.1765213012695,0.285,5.80717754364014,4,0.285,0.00030375033384189,0.285,-35.1765213012695,0.285,5.80717754364014
1,1,1,6,4.36203093066103,0.281,0.000289244897430763,0.285,-35.4043502807617,0.285,6.66159772872925,4.5,0.285,0.000274059391813353,0.285,-35.6234931945801,0.285,6.69103240966797
1,1,1,6,4.75682846001088,0.281,0.000245818955590948,0.285,-36.1493721008301,0.285,6.36721181869507,5,0.285,0.000212723709410056,0.285,-36.729434967041,0.285,5.75262022018433
1,1,1,6,5.18735821860404,0.281,0.000193827712791972,0.285,-37.1960144042969,0.285,5.20036029815674,5.5,0.285,0.000160548268468119,0.285,-37.9511375427246,0.285,4.34037160873413
1,1,1,6,5.65685424949238,0.281,0.000149879764649086,0.285,-38.2963905334473,0.285,3.9965968132019,6,0.285,0.000128313069581054,0.285,-38.9220199584961,0.285,3.53867506980896
1,1,1,6,6.16884330163176,0.281,0.000122365250717849,0.285,-39.151798248291,0.285,3.47443985939026,6.5,0.285,0.000113664893433452,0.285,-39.4491844177246,0.285,3.63969278335571
1,1,1,6,6.72717132202972,0.281,0.000111408488010056,0.285,-39.5508918762207,0.285,3.93632817268372,7,0.285,0.000109969907498453,0.285,-39.5943336486816,0.285,4.41808271408081
1,1,1,6,7.33603234563737,0.281,0.000110507178760599,0.285,-39.5832557678223,0.285,5.07417297363281,7.5,0.285,0.000110586239316035,0.285,-39.5697975158691,0.285,5.37515687942505
1,1,1,6,8,0.281,0.000110327331640292,0.285,-39.562255859375,0.285,6.05146026611328,8,0.285,0.000110755448986311,0.285,-39.562255859375,0.285,6.05146026611328
1,1,1,7,4,0.457,0.00194993056356907,0.457,-27.0998363494873,0.457,4.67134857177734,4,0.457,0.00194993056356907,0.457,-27.0998363494873,0.457,4.67134857177734
1,1,1,7,4.36203093066103,0.457,0.00129000411834568,0.457,-28.8948078155518,0.457,2.43473219871521,4.5,0.457,0.001084104180336,0.457,-29.6507530212402,0.457,1.69308185577393
1,1,1,7,4.75682846001088,0.457,0.000772812520153821,0.457,-31.1233100891113,0.457,0.454588174819946,5,0.457,0.0005560262943618,0.457,-32.5583763122559,0.457,-0.563890755176544
1,1,1,7,5.18735821860404,0.457,0.000431650551036,0.457,-33.6660041809082,0.457,-1.25485777854919,5.5,0.457,0.000287095754174516,0.457,-35.4673347473145,0.457,-2.23713040351868
