vp,session,trial_type,trial,freq_log,peak_time_log,peak_amplitude_log,peak_time_log_db,peak_amplitude_log_db,peak_time_log_db_bsl,peak_amplitude_log_db_bsl,freq_lin,peak_time_lin,peak_amplitude_lin,peak_time_lin_db,peak_amplitude_lin_db,peak_time_lin_db_bsl,peak_amplitude_lin_db_bsl
1,1,1,7,6.72717132202972,0.332,9.94011788861826e-05,0.332,-40.0391006469727,0.332,-3.40580582618713,7,0.336,9.9245022283867e-05,0.336,-40.0485992431641,0.336,-2.77872800827026
1,1,1,7,7.33603234563737,0.34,0.000104766331787687,0.34,-39.8135566711426,0.34,-1.82374882698059,7.5,0.344,0.000108404950879049,0.344,-39.6691970825195,0.344,-1.34809482097626
1,1,1,7,8,0.348,0.000123733276268467,0.348,-39.090217590332,0.348,0.183901339769363,8,0.348,0.000123733276268467,0.348,-39.090217590332,0.348,0.183901339769363
1,1,1,8,4,0.456,0.000125715116155334,0.456,-39.0873374938965,0.456,-1.77361762523651,4,0.456,0.000125715116155334,0.456,-39.0873374938965,0.456,-1.77361762523651
1,1,1,8,4.36203093066103,0.456,8.85089320945553e-05,0.456,-40.5582046508789,0.456,-1.33242774009705,4.5,0.456,7.35122521291487e-05,0.456,-41.3451194763184,0.456,-1.51912248134613
1,1,1,8,4.75682846001088,0.256,9.48858287301846e-05,0.256,-40.230037689209,0.256,0.341644316911697,5,0.256,0.000114898415631615,0.256,-39.3974189758301,0.256,1.42651283740997
1,1,1,8,5.18735821860404,0.268,0.00012384403089527,0.268,-39.0713043212891,0.268,1.73723351955414,5.5,0.304,0.000133990048198029,0.304,-38.7294731140137,0.304,1.87919628620148
1,1,1,8,5.65685424949238,0.316,0.000138518968014978,0.316,-38.5850830078125,0.316,1.90662324428558,6,0.34,0.000147971630212851,0.34,-38.2983665466309,0.34,1.98905515670776
1,1,1,8,6.16884330163176,0.348,0.000152078602695838,0.348,-38.1794548034668,0.348,2.04792380332947,6.5,0.356,0.0001571306202095,0.356,-38.0375289916992,0.356,2.16002798080444
1,1,1,8,6.72717132202972,0.36,0.000157464222866111,0.36,-38.028377532959,0.36,2.21515941619873,7,0.356,0.000154888315591961,0.356,-38.1000556945801,0.356,2.26502871513367
1,1,1,8,7.33603234563737,0.352,0.0001483252417529,0.352,-38.2883033752441,0.352,2.3146014213562,7.5,0.348,0.000144418547279201,0.348,-38.4043197631836,0.348,2.34523415565491
1,1,1,8,8,0.34,0.000131175984279253,0.34,-38.8225631713867,0.34,2.47275280952454,8,0.34,0.000131175984279253,0.34,-38.8225631713867,0.34,2.47275280952454
1,1,1,9,4,0.456,0.000769138976465911,0.456,-31.1868305206299,0.456,3.50671720504761,4,0.456,0.000769138976465911,0.456,-31.1868305206299,0.456,3.50671720504761
1,1,1,9,4.36203093066103,0.456,0.000829284719657153,0.456,-30.8323669433594,0.456,4.27322959899902,4.5,0.456,0.000848801166284829,0.456,-30.7235717773438,0.456,4.63910007476807
1,1,1,9,4.75682846001088,0.456,0.00087367492960766,0.456,-30.5895729064941,0.456,5.34679222106934,5,0.456,0.000885100394953042,0.456,-30.5305042266846,0.456,5.9887113571167
1,1,1,9,5.18735821860404,0.456,0.000887833826709539,0.456,-30.5170555114746,0.456,6.42557573318481,5.5,0.452,0.000886449823155999,0.452,-30.5240955352783,0.452,6.9927282333374
1,1,1,9,5.65685424949238,0.452,0.000879559316672385,0.452,-30.5580863952637,0.452,7.16699123382568,6,0.452,0.000850259966682643,0.452,-30.7050437927246,0.452,7.29919195175171
1,1,1,9,6.16884330163176,0.456,0.000827380106784403,0.456,-30.8236980438232,0.456,7.25045013427734,6.5,0.456,0.00077577366027981,0.456,-31.10329246521,0.456,7.04251670837402
1,1,1,9,6.72717132202972,0.456,0.00073252443689853,0.456,-31.3529396057129,0.456,6.82694244384766,7,0.456,0.000674536859150976,0.456,-31.7124195098877,0.456,6.51993751525879
1,1,1,9,7.33603234563737,0.456,0.000598247104790062,0.456,-32.2361907958984,0.456,6.09643745422363,7.5,0.456,0.000560580694582313,0.456,-32.5201606750488,0.456,5.87758874893188
1,1,1,9,8,0.456,0.000450328283477575,0.456,-33.4770278930664,0.456,5.17963886260986,8,0.456,0.000450328283477575,0.456,-33.4770278930664,0.456,5.17963886260986
1,1,1,10,4,0.444,0.00191070954315364,0.444,-27.1882019042969,0.444,4.49182605743408,4,0.444,0.00191070954315364,0.444,-27.1882019042969,0.444,4.49182605743408
1,1,1,10,4.36203093066103,0.416,0.0015137871960178,0.416,-28.1995811462402,0.416,4.04912853240967,4.5,0.404,0.00140106945764273,0.404,-28.5356750488281,0.404,3.90324020385742
1,1,1,10,4.75682846001088,0.384,0.00124567269813269,0.384,-29.0463771820068,0.384,3.74577713012695,5,0.368,0.00115438201464713,0.368,-29.3771877288818,0.368,3.77052974700928
1,1,1,10,5.18735821860404,0.356,0.00111256376840174,0.356,-29.5375080108643,0.356,3.90605640411377,5.5,0.34,0.00106951384805143,0.34,-29.7088146209717,0.34,4.27687120437622
1,1,1,10,5.65685424949238,0.336,0.00104822893626988,0.336,-29.7962074279785,0.336,4.48534440994263,6,0.332,0.000986077007837594,0.332,-30.0618000030518,0.332,4.92377376556396
1,1,1,10,6.16884330163176,0.332,0.000946275249589235,0.332,-30.2407455444336,0.332,5.11917686462402,6.5,0.336,0.000856258964631706,0.336,-30.6750755310059,0.336,5.46601343154907
1,1,1,10,6.72717132202972,0.34,0.0007929727435112,0.34,-31.0087242126465,0.34,5.69543647766113,7,0.348,0.000718985917046666,0.348,-31.435245513916,0.348,5.95897960662842
1,1,1,10,7.33603234563737,0.352,0.000643138540908694,0.352,-31.91916847229,0.352,6.31795978546143,7.5,0.356,0.000608307076618075,0.356,-32.1617240905762,0.356,6.47390937805176
1,1,1,10,8,0.364,0.000516825937665999,0.364,-32.8712501525879,0.364,6.89055871963501,8,0.364,0.000516825937665999,0.364,-32.8712501525879,0.364,6.89055871963501
1,1,1,11,4,0.256,0.000240296212723479,0.256,-36.2021827697754,0.256,0.664856851100922,4,0.256,0.000240296212723479,0.256,-36.2021827697754,0.256,0.664856851100922
1,1,1,11,4.36203093066103,0.256,0.000200538648641668,0.256,-36.9797821044922,0.256,1.07887613773346,4.5,0.456,0.00019733676163014,0.456,-37.0487251281738,0.456,1.45933222770691
1,1,1,11,4.75682846001088,0.456,0.0001905647222884,0.456,-37.1996650695801,0.456,2.02300953865051,5,0.44,0.0001857225142885,0.44,-37.3114891052246,0.44,2.37728977203369
1,1,1,11,5.18735821860404,0.436,0.000182593721547164,0.436,-37.3854293823242,0.436,2.52135109901428,5.5,0.428,0.00017835371545516,0.428,-37.4874954223633,0.428,2.59001684188843
1,1,1,11,5.65685424949238,0.428,0.000175981564098038,0.428,-37.545783996582,0.428,2.56792783737183,6,0.428,0.000170113853528164,0.428,-37.6932601928711,0.428,2.47410202026367
1,1,1,11,6.16884330163176,0.428,0.000166605008416809,0.428,-37.7837600708008,0.428,2.41738820075989,6.5,0.432,0.000157805639901198,0.432,-38.0195617675781,0.432,2.28087639808655
1,1,1,11,6.72717132202972,0.436,0.000150776162627153,0.436,-38.2175712585449,0.436,2.17734932899475,7,0.444,0.000141885044286028,0.444,-38.4821739196777,0.444,2.05124473571777
1,1,1,11,7.33603234563737,0.452,0.000132437431602739,0.452,-38.7822723388672,0.452,1.9527999162674,7.5,0.456,0.000128591462271288,0.456,-38.9110565185547,0.456,1.93279528617859
1,1,1,11,8,0.456,0.00012113839329686,0.456,-39.1712532043457,0.456,2.03815817832947,8,0.456,0.00012113839329686,0.456,-39.1712532043457,0.456,2.03815817832947
1,1,1,12,4,0.272,0.000719938077963889,0.272,-31.4272575378418,0.272,11.0440044403076,4,0.272,0.000719938077963889,0.272,-31.4272575378418,0.272,11.0440044403076
1,1,1,12,4.36203093066103,0.26,0.000554352882318199,0.26,-32.562370300293,0.26,9.49904441833496,4.5,0.256,0.000497280212584883,0.256,-33.0343399047852,0.256,9.04181480407715
1,1,1,12,4.75682846001088,0.256,0.000398800970287994,0.256,-33.9942932128906,0.256,8.32684898376465,5,0.256,0.000318309233989567,0.256,-34.9761924743652,0.256,7.75078582763672
1,1,1,12,5.18735821860404,0.256,0.00026517704827711,0.256,-35.7719039916992,0.256,7.29512882232666,5.5,0.256,0.000192096631508321,0.256,-37.1751327514648,0.256,6.28022480010986
1,1,1,12,5.65685424949238,0.256,0.000161769581609406,0.256,-37.9216499328613,0.256,5.5593843460083,6,0.256,0.000107657826447394,0.256,-39.6876831054688,0.256,3.40231728553772
1,1,1,12,6.16884330163176,0.256,8.64282774273306e-05,0.256,-40.6394805908203,0.256,2.09875082969666,6.5,0.308,5.53835816390347e-05,0.308,-42.5702476501465,0.308,-0.599937081336975
1,1,1,12,6.72717132202972,0.32,4.81999813928269e-05,0.32,-43.1785430908203,0.32,-1.68367516994476,7,0.456,6.25708998995833e-05,0.456,-42.3331489562988,0.456,-1.28488802909851
1,1,1,12,7.33603234563737,0.456,7.06656137481332e-05,0.456,-41.7160224914551,0.456,-1.00687968730927,7.5,0.456,7.41415933589451e-05,0.456,-41.470890045166,0.456,-0.846669316291809
1,1,1,12,8,0.456,8.15154198789969e-05,0.456,-40.9793090820312,0.456,-0.342449814081192,8,0.456,8.15154198789969e-05,0.456,-40.9793090820312,0.456,-0.342449814081192
1,1,1,13,4,0.26,0.000784491188824177,0.26,-31.0547981262207,0.26,4.79559659957886,4,0.26,0.000784491188824177,0.26,-31.0547981262207,0.26,4.79559659957886
1,1,1,13,4.36203093066103,0.256,0.000763481773901731,0.256,-31.175271987915,0.256,5.09168291091919,4.5,0.256,0.000769854465033859,0.256,-31.1406517028809,0.256,5.1949462890625
1,1,1,13,4.75682846001088,0.256,0.000786814605817199,0.256,-31.0477886199951,0.256,5.40454387664795,5,0.256,0.000796059670392424,0.256,-30.9973278045654,0.256,5.62644004821777
1,1,1,13,5.18735821860404,0.256,0.000792141712736338,0.256,-31.0183696746826,0.256,5.80470848083496,5.5,0.256,0.00075804884545505,0.256,-31.2084693908691,0.256,6.09032249450684
1,1,1,13,5.65685424949238,0.256,0.0007279307465069,0.256,-31.3841552734375,0.256,6.21728801727295,6,0.256,0.000637375342193991,0.256,-31.9608573913574,0.256,6.42915010452271
1,1,1,13,6.16884330163176,0.256,0.000584051362238824,0.256,-32.3405990600586,0.256,6.48994016647339,6.5,0.256,0.000472373852971941,0.256,-33.2641410827637,0.256,6.50442743301392
1,1,1,13,6.72717132202972,0.256,0.000396235700463876,0.256,-34.0304412841797,0.256,6.42253923416138,7,0.256,0.000311123410938308,0.256,-35.0877304077148,0.256,6.21429681777954
1,1,1,13,7.33603234563737,0.256,0.000221399764996022,0.256,-36.5846824645996,0.256,5.77944421768188,7.5,0.38,0.00019556368351914,0.38,-37.0871658325195,0.38,5.79129362106323
1,1,1,13,8,0.388,0.000174349275766872,0.388,-37.5861167907715,0.388,6.75876665115356,8,0.388,0.000174349275766872,0.388,-37.5861167907715,0.388,6.75876665115356
1,1,1,14,4,0.456,0.000789862009696662,0.456,-31.0399913787842,0.456,2.50940179824829,4,0.456,0.000789862009696662,0.456,-31.0399913787842,0.456,2.50940179824829
1,1,1,14,4.36203093066103,0.456,0.000684075988829136,0.456,-31.6716289520264,0.456,3.16363501548767,4.5,0.456,0.000651404028758407,0.456,-31.8884048461914,0.456,3.33927249908447
1,1,1,14,4.75682846001088,0.456,0.000604447675868869,0.456,-32.223072052002,0.456,3.63041710853577,5,0.456,0.000576482270844281,0.456,-32.4386863708496,0.456,3.92894220352173
1,1,1,14,5.18735821860404,0.456,0.000564606802072376,0.456,-32.5353889465332,0.456,4.19561100006104,5.5,0.456,0.000558564730454236,0.456,-32.5867233276367,0.456,4.69290733337402
1,1,1,14,5.65685424949238,0.456,0.000559356529265642,0.456,-32.579532623291,0.456,4.94517850875854,6,0.456,0.000561684486456215,0.456,-32.5528259277344,0.456,5.43496370315552
1,1,1,14,6.16884330163176,0.456,0.000560004205908626,0.456,-32.5595817565918,0.456,5.6235408782959,6.5,0.456,0.000545896007679403,0.456,-32.6571617126465,0.456,5.86537981033325
1,1,1,14,6.72717132202972,0.456,0.000526350573636591,0.456,-32.807014465332,0.456,5.92699527740479,7,0.456,0.000492543098516762,0.456,-33.0867195129395,0.456,5.88849639892578
1,1,1,14,7.33603234563737,0.456,0.000438719696830958,0.456,-33.5818634033203,0.456,5.67897081375122,7.5,0.456,0.000409283326007426,0.456,-33.8813095092773,0.456,5.51600456237793
1,1,1,14,8,0.44,0.000320780760375783,0.44,-34.9381446838379,0.44,4.87444114685059,8,0.44,0.000320780760375783,0.44,-34.9381446838379,0.44,4.87444114685059
1,1,1,15,4,0.256,0.00195734808221459,0.256,-27.0848731994629,0.256,15.5326471328735,4,0.256,0.00195734808221459,0.256,-27.0848731994629,0.256,15.5326471328735
1,1,1,15,4.36203093066103,0.256,0.0013652581255883,0.256,-28.6508655548096,0.256,12.8876934051514,4.5,0.256,0.00114781269803643,0.256,-29.4052467346191,0.256,11.5774374008179
1,1,1,15,4.75682846001088,0.256,0.00078725500497967,0.256,-31.0457668304443,0.256,9.0206356048584,5,0.368,0.000514594896230847,0.368,-32.8855628967285,0.368,6.58191967010498
1,1,1,15,5.18735821860404,0.384,0.000445807818323374,0.384,-33.5088539123535,0.384,5.6889796257019,5.5,0.396,0.000366650492651388,0.396,-34.3577919006348,0.396,4.70764207839966
1,1,1,15,5.65685424949238,0.4,0.000332920521032065,0.4,-34.7768936157227,0.4,4.34026527404785,6,0.396,0.000263771042227745,0.396,-35.7879104614258,0.396,3.62854146957397
1,1,1,15,6.16884330163176,0.388,0.000232110236538574,0.388,-36.3432807922363,0.388,3.28268599510193,6.5,0.368,0.000180779985385016,0.368,-37.4293251037598,0.368,2.66950368881226
1,1,1,15,6.72717132202972,0.36,0.000155975780216977,0.36,-38.0712890625,0.36,2.37552094459534,7,0.348,0.00013565705739893,0.348,-38.6790199279785,0.348,2.19584250450134
1,1,1,15,7.33603234563737,0.34,0.000119711548904888,0.34,-39.2255172729492,0.34,2.18623495101929,7.5,0.336,0.000114395057607908,0.336,-39.423885345459,0.336,2.25473546981812
1,1,1,15,8,0.324,0.000102895945019554,0.324,-39.8829154968262,0.324,2.64017844200134,8,0.324,0.000102895945019554,0.324,-39.8829154968262,0.324,2.64017844200134
1,1,1,16,4,0.36,0.00116348825395107,0.36,-29.3425388336182,0.36,7.15926456451416,4,0.36,0.00116348825395107,0.36,-29.3425388336182,0.36,7.15926456451416
1,1,1,16,4.36203093066103,0.328,0.00105366774369031,0.328,-29.7730274200439,0.328,8.44877529144287,4.5,0.316,0.000991914886981249,0.316,-30.0353164672852,0.316,8.92772769927979
1,1,1,16,4.75682846001088,0.28,0.000874234130606055,0.28,-30.5837440490723,0.28,9.69981288909912,5,0.256,0.000771506631281227,0.256,-31.1267890930176,0.256,10.0105228424072
1,1,1,16,5.18735821860404,0.256,0.000686180253978819,0.256,-31.6364631652832,0.256,9.66384029388428,5.5,0.256,0.000544669921509922,0.256,-32.6412811279297,0.256,7.97902345657349
1,1,1,16,5.65685424949238,0.256,0.000478745845612139,0.256,-33.2025566101074,0.256,6.82414531707764,6,0.256,0.00035255413968116,0.256,-34.5331230163574,0.256,4.1530294418335
1,1,1,16,6.16884330163176,0.256,0.000300119514577091,0.256,-35.2328643798828,0.256,2.88600444793701,6.5,0.256,0.00021463270240929,0.256,-36.688362121582,0.256,0.577889621257782
1,1,1,16,6.72717132202972,0.256,0.000167824866366573,0.256,-37.7554054260254,0.256,-0.880518972873688,7,0.292,0.000118815303721931,0.292,-39.2523765563965,0.292,-2.66829037666321
